"","STUDENT__C","ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","SCHOOL__C","ACTUAL_END_DATE__C","STARTINGGRADE__C","ENDINGGRADE__C","LIVING_ON_CAMPUS__C","DATE_LAST_VERIFIED__C","HIGHEST_SAT_SCORE__C","SOURCE__C","NOTES__C","PURSUING_DEGREE_TYPE__C","START_DATE__C","STATUS__C","TRANSFER_REASON__C","TYPE__C","MAJOR_AREA__C","STUDENT_HS_COHORT__C","NUMBER_OF_MARKING_PERIODS__C","ANTICIPATED_GRADUATION__C","FINAL_GPA__C","GRAD_YEAR__C","MAJOR__C","COLLEGE_MAJOR_DECLARED__C","OTHER_MAJOR__C","NSC_VERIFIED__C","DUAL_ENROLLMENT__C","CLASS_RANK_PERCENTILE__C","Enrollment.SCHOOL__C","School.Name","Type","ADJUSTED_6_YEAR_GRADUATION_RATE__C","COMPETITIVENESS_RANKING__C","COMPETITIVENESS_INDEX__C","student_id","local_student_id"
"1540","00380000010UhuMAAS","a0880000008xef4AAA",FALSE,NA,"2010-08-27T20:16:07.000Z","00580000003U34WAAS","2012-12-19T15:39:35.000Z","005C0000003CMzbIAG","2012-12-19T15:39:35.000Z","","","","0018000000kxhluAAA","6/30/2010",9,9,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2009","Transferred out","Other","High School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4508,910318
"1541","00380000010UhuMAAS","a08C000000B1YnNIAV",FALSE,NA,"2011-10-26T21:20:30.000Z","00580000003U34WAAS","2013-09-06T17:12:49.000Z","005C0000003CMzbIAG","2013-09-06T17:12:49.000Z","","","","001C000000vKovXIAS","6/7/2013",10,12,FALSE,"",0,"Salesforce","","High School Diploma","8/19/2010","Graduated","","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4508,910318
"1542","00380000010UhuMAAS","a0880000008xTNfAAM",FALSE,NA,"2010-08-25T18:00:17.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2009",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4508,910318
"1543","00380000010UhunAAC","a0880000008xTO6AAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2007",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4320,91103081
"1544","00380000010UhunAAC","a0880000008xefdAAA",FALSE,NA,"2010-08-27T20:16:13.000Z","00580000003U34WAAS","2013-11-05T00:51:27.000Z","005C0000003CMzbIAG","2013-11-05T00:51:27.000Z","","","","0018000000kxhmJAAQ","6/28/2011",9,12,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2007","Graduated","","High School","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4320,91103081
"1545","00380000010UhunAAC","a08C000000AyNB6IAN",FALSE,NA,"2011-05-05T21:04:07.000Z","00580000003U38wAAC","2015-09-09T16:35:31.000Z","005C0000003teDhIAI","2015-09-09T16:35:31.000Z","","","","0018000000Y9oapAAB","5/13/2015",NA,NA,FALSE,"9/9/2015",0,"Salesforce","","Bachelor's (4-year)","5/5/2011","Graduated","","College","",2011,2,"5/1/2015",NA,NA,"",FALSE,"Sociology",FALSE,FALSE,NA,"0018000000Y9oapAAB","Georgetown University","Private 4 yr",92.5,"Most Competitive+",2.04,4320,91103081
"1546","00380000010UhuNAAS","a08C000000HT4NjIAL",FALSE,NA,"2012-08-13T22:47:24.000Z","005C0000003CDalIAG","2013-09-09T01:01:18.000Z","005C0000003CMzbIAG","2013-09-09T01:01:18.000Z","","","","0018000000kxhmXAAQ","6/7/2013",9,12,FALSE,"8/13/2012",0,"Salesforce","","High School Diploma","9/9/2009","Graduated","","High School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4510,91203084
"1547","00380000010UhuNAAS","a0880000008xef5AAA",FALSE,NA,"2010-08-27T20:16:07.000Z","00580000003U34WAAS","2013-10-29T00:49:30.000Z","005C0000003CMzbIAG","2013-10-29T00:49:30.000Z","","","","0018000000kxhlzAAA","9/8/2009",9,9,FALSE,"",0,"Salesforce","","High School Diploma","8/31/2009","Transferred out","Other","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4510,91203084
"1548","00380000010UhuNAAS","a0880000008xTNgAAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2009",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4510,91203084
"1549","00380000010UhuoAAC","a0880000008xefeAAA",FALSE,NA,"2010-08-27T20:16:13.000Z","00580000003U34WAAS","2013-11-04T23:38:55.000Z","005C0000003CMzbIAG","2013-11-04T23:38:55.000Z","","","","0018000000kxhm7AAA","6/28/2011",9,12,FALSE,"",0,"Salesforce","Counselor: Ms. Golden
p: 323-566-0420 ext. 0420","High School Diploma","9/1/2007","Graduated","","High School","",2011,0,"",2.915,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4400,91103035
"1550","00380000010UhuoAAC","a08C000000Ayb69IAB",FALSE,NA,"2011-05-24T17:19:28.000Z","00580000003U38wAAC","2014-11-06T00:44:23.000Z","005C0000003teDhIAI","2014-11-06T00:44:23.000Z","","","","0018000000Y9oLqAAJ","",NA,NA,FALSE,"",0,"Salesforce","","Bachelor's (4-year)","5/24/2011","Attending","","College","",2011,2,"12/18/2015",NA,2015,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLqAAJ","California State University-Northridge","Public 4 yr",45.8,"Competitive",-1.23,4400,91103035
"1551","00380000010UhuoAAC","a0880000008xTO7AAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2007",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4400,91103035
"1552","00380000010UhuOAAS","a08C000000LFc3gIAD",FALSE,NA,"2013-05-03T00:01:58.000Z","005C0000003CDalIAG","2014-10-03T23:01:10.000Z","005C0000006wSJzIAM","2014-10-03T23:01:10.000Z","","","","0018000000Y9oLqAAJ","",NA,NA,FALSE,"10/3/2014",0,"Salesforce","","Bachelor's (4-year)","9/1/2013","Attending","","College","",2013,2,"",NA,NA,"Kinesiology",TRUE,"",FALSE,FALSE,NA,"0018000000Y9oLqAAJ","California State University-Northridge","Public 4 yr",45.8,"Competitive",-1.23,4357,910356
"1553","00380000010UhuOAAS","a08C000000DoIEAIA3",FALSE,NA,"2012-07-25T19:22:37.000Z","005C0000003sZiUIAU","2013-10-28T23:37:28.000Z","005C0000003CMzbIAG","2013-10-28T23:37:28.000Z","","","","0018000000kxhlxAAA","6/28/2013",9,12,FALSE,"10/28/2013",0,"Salesforce","","High School Diploma","9/1/2009","Graduated","","High School","",2013,4,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4357,910356
"1554","00380000010UhuOAAS","a0880000008xTNhAAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2009",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4357,910356
"1555","00380000010UhupAAC","a0880000008xeffAAA",FALSE,NA,"2010-08-27T20:16:13.000Z","00580000003U34WAAS","2013-11-05T00:52:41.000Z","005C0000003teDhIAI","2013-11-05T00:52:41.000Z","","","","0018000000kxhmIAAQ","9/9/2007",9,NA,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2007","Transferred out","","High School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4435,91103069
"1556","00380000010UhupAAC","a08C000000ULty7IAD",FALSE,NA,"2014-05-20T18:24:31.000Z","005C0000003teDhIAI","2014-11-21T00:41:27.000Z","005C0000003teDhIAI","2014-11-21T00:41:27.000Z","","","","0018000000Y9oLjAAJ","",NA,NA,FALSE,"5/20/2014",0,"Salesforce","","Bachelor's (4-year)","8/25/2014","Did Not Enroll","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLjAAJ","California State University-Dominguez Hills","Public 4 yr",29.4,"Less Competitive",-2.22,4435,91103069
"1557","00380000010UhupAAC","a0880000008xTO8AAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2007",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4435,91103069
"1558","00380000010UhupAAC","a08C000000B1A3XIAV",FALSE,NA,"2011-09-23T20:20:57.000Z","005C0000003sZiUIAU","2014-08-28T22:34:30.000Z","005C0000003teDhIAI","2014-08-28T22:34:30.000Z","","","","0018000000Y9ooBAAR","5/26/2014",NA,NA,FALSE,"8/28/2014",0,"Salesforce","","Associate's (2 year)","6/13/2011","Transferred out","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9ooBAAR","Los Angeles Southwest College","Public 2 yr",19,"2 year (Noncompetiti",0,4435,91103069
"1559","00380000010UhupAAC","a08C000000PWFj6IAH",FALSE,NA,"2013-11-05T19:21:14.000Z","005C0000003sZiUIAU","2013-11-05T20:02:15.000Z","005C0000003CMzbIAG","2013-11-05T20:02:15.000Z","","","","001C0000014k8lAIAQ","6/24/2011",9,12,FALSE,"11/5/2013",0,"Salesforce","","High School Diploma","9/10/2007","Graduated","","High School","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4435,91103069
"1560","00380000010UhupAAC","a08C000000VyCYyIAN",FALSE,NA,"2014-08-28T22:34:53.000Z","005C0000003teDhIAI","2014-08-28T22:34:53.000Z","005C0000003teDhIAI","2014-08-28T22:34:53.000Z","","","","0018000000Y9oEUAAZ","",NA,NA,FALSE,"8/28/2014",0,"Salesforce","","Associate's (2 year)","8/28/2014","Attending","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oEUAAZ","Antelope Valley College","Public 2 yr",35.2,"2 year (Noncompetiti",0,4435,91103069
"1561","00380000010UhuPAAS","a0880000008xTNiAAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2009",5,8,FALSE,"",0,"","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4360,910391
"1562","00380000010UhuPAAS","a08C000000XJadGIAT",FALSE,NA,"2014-11-14T19:11:16.000Z","005C0000003teDhIAI","2014-11-14T19:11:16.000Z","005C0000003teDhIAI","2014-11-14T19:11:16.000Z","","","","0018000000Y9oo6AAB","",NA,NA,FALSE,"11/14/2014",0,"Salesforce","","Associate's (2 year)","6/6/2014","Attending","","College","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oo6AAB","Los Angeles City College","Public 2 yr",18.1,"2 year (Noncompetiti",0,4360,910391
"1563","00380000010UhuPAAS","a08C000000TPDCqIAP",FALSE,NA,"2014-03-17T22:07:52.000Z","005C0000003CDalIAG","2014-03-17T22:07:52.000Z","005C0000003CDalIAG","2014-03-17T22:07:52.000Z","","","","001C000000vJVjLIAW","1/24/2014",12,12,FALSE,"3/17/2014",0,"Salesforce","MR confirmed via Calpads.","High School Diploma","8/26/2013","Graduated","","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4360,910391
"1564","00380000010UhuPAAS","a08C000000HUSkbIAH",FALSE,NA,"2012-11-19T23:14:28.000Z","005C0000003CDalIAG","2014-03-17T22:06:22.000Z","005C0000003CDalIAG","2014-03-17T22:06:23.000Z","","","","001C0000012Xh0LIAS","8/23/2013",12,12,FALSE,"3/17/2014",0,"Salesforce","This is an alternative high school that provides independent study programs. The students check-in on Mondays and receive a packet of work to complete each week.","High School Diploma","8/13/2012","Transferred out","Other","Alternative Program","",2013,4,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4360,910391
"1565","00380000010UhuPAAS","a08C000000B0oOCIAZ",FALSE,NA,"2011-09-06T18:39:54.000Z","005C0000003CDalIAG","2012-12-19T15:59:03.000Z","005C0000003CMzbIAG","2012-12-19T15:59:03.000Z","","","","001C000000t872PIAQ","6/19/2012",9,11,FALSE,"11/14/2012",0,"Salesforce","Transfer confirmed through Calpads. It shows he is currently attending Assurance Learning Academy.","High School Diploma","8/31/2009","Transferred out","Other","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4360,910391
"1566","00380000010UhuqAAC","a08C000000at3DkIAI",FALSE,NA,"2015-07-17T19:10:24.000Z","005C0000003uCviIAE","2015-07-17T19:10:24.000Z","005C0000003uCviIAE","2015-07-17T19:10:24.000Z","","","","0018000000Y9pSXAAZ","12/29/2013",NA,NA,FALSE,"7/17/2015",1270,"Salesforce","","Associate's (2 year)","8/26/2013","Transferred out","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9pSXAAZ","West Los Angeles College","Public 2 yr",21.4,"2 year (Noncompetiti",0,4442,91103072
"1567","00380000010UhuqAAC","a0880000008xTO9AAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2007",5,8,FALSE,"",1270,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4442,91103072
"1568","00380000010UhuqAAC","a0880000008xefgAAA",FALSE,NA,"2010-08-27T20:16:13.000Z","00580000003U34WAAS","2013-11-04T23:38:56.000Z","005C0000003CMzbIAG","2013-11-04T23:38:56.000Z","","","","0018000000kxntSAAQ","6/30/2009",9,10,FALSE,"",1270,"Salesforce","","High School Diploma","9/1/2007","Transferred out","","High School","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4442,91103072
"1569","00380000010UhuqAAC","a0880000008z3UHAAY",FALSE,NA,"2010-09-21T07:27:07.000Z","00580000003U38wAAC","2013-11-04T23:38:56.000Z","005C0000003CMzbIAG","2013-11-04T23:38:56.000Z","","","","0018000000kxhlvAAA","6/28/2011",11,12,FALSE,"",1270,"Salesforce","Counselor: Ms. Alfaro","High School Diploma","9/9/2009","Graduated","","High School","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4442,91103072
"1570","00380000010UhuqAAC","a08C000000AyQssIAF",FALSE,NA,"2011-05-10T19:36:34.000Z","00580000003U38wAAC","2015-07-17T19:09:35.000Z","005C0000003uCviIAE","2015-07-17T19:09:35.000Z","","","","0018000000Y9oFYAAZ","4/20/2013",NA,NA,FALSE,"",1270,"Salesforce","","Bachelor's (4-year)","5/10/2011","Transferred out","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oFYAAZ","Art Center College of Design","Private 4 yr",62.6,"Not available",0,4442,91103072
"1571","00380000010UhuQAAS","a0880000008xTNjAAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2009",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4513,910331
"1572","00380000010UhuQAAS","a08C000000N1m6jIAB",FALSE,NA,"2013-06-24T01:21:48.000Z","005C0000003CDalIAG","2014-10-03T22:51:44.000Z","005C0000006wSJzIAM","2014-10-03T22:51:44.000Z","","","","0018000000Y9oEUAAZ","",NA,NA,FALSE,"10/3/2014",0,"Salesforce","","Associate's (2 year)","8/19/2013","Attending","","College","",2013,2,"",NA,NA,"",FALSE,"",TRUE,FALSE,NA,"0018000000Y9oEUAAZ","Antelope Valley College","Public 2 yr",35.2,"2 year (Noncompetiti",0,4513,910331
"1573","00380000010UhuQAAS","a0880000009YuJIAA0",FALSE,NA,"2010-10-25T17:12:37.000Z","00580000003U34WAAS","2013-08-28T02:13:08.000Z","005C0000003CMzbIAG","2013-08-28T02:13:08.000Z","","","","0018000000m8dCaAAI","6/7/2013",9,12,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2009","Graduated","","High School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4513,910331
"1574","00380000010UhurAAC","a08C0000009az2AIAQ",FALSE,NA,"2010-12-16T07:27:04.000Z","00580000003U38wAAC","2013-10-31T21:55:08.000Z","005C0000003CMzbIAG","2013-10-31T21:55:08.000Z","","","","0018000000kxhmBAAQ","6/17/2011",NA,NA,FALSE,"",0,"Salesforce","","High School Diploma","9/17/2009","Graduated","","High School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4456,91103018
"1575","00380000010UhurAAC","a0880000008xefhAAA",FALSE,NA,"2010-08-27T20:16:13.000Z","00580000003U34WAAS","2012-12-19T15:39:46.000Z","005C0000003CMzbIAG","2012-12-19T15:39:46.000Z","","","","0018000000kxntNAAQ","",9,NA,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2007","Transferred out","","High School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4456,91103018
"1576","00380000010UhurAAC","a08C000000bXoxMIAS",FALSE,NA,"2015-08-25T23:49:41.000Z","005C0000003teDhIAI","2015-08-25T23:49:41.000Z","005C0000003teDhIAI","2015-08-25T23:49:41.000Z","","","","0018000000Y9oLqAAJ","",NA,NA,FALSE,"8/25/2015",0,"Salesforce","","Bachelor's (4-year)","8/25/2011","Attending","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLqAAJ","California State University-Northridge","Public 4 yr",45.8,"Competitive",-1.23,4456,91103018
"1577","00380000010UhurAAC","a0880000008xTOAAA2",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2007",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4456,91103018
"1578","00380000010UhurAAC","a08C000000PVb9lIAD",FALSE,NA,"2013-10-31T21:35:45.000Z","005C0000004gIFSIA2","2013-10-31T21:55:08.000Z","005C0000003CMzbIAG","2013-10-31T21:55:08.000Z","","","","0018000000m8dCaAAI","9/2/2009",NA,NA,FALSE,"10/31/2013",0,"Salesforce","","High School Diploma","7/16/2007","Transferred out","","High School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4456,91103018
"1579","00380000010UhurAAC","a08C000000AyQwTIAV",FALSE,NA,"2011-05-10T20:38:30.000Z","00580000003U38wAAC","2015-07-23T16:43:49.000Z","005C0000003uCviIAE","2015-07-23T16:43:49.000Z","","","","0018000000Y9oLqAAJ","5/24/2013",NA,NA,FALSE,"8/28/2012",0,"Salesforce","","Bachelor's (4-year)","5/10/2011","Withdrawn","","College","Engineering",2011,2,"5/11/2016",NA,NA,"Undecided",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLqAAJ","California State University-Northridge","Public 4 yr",45.8,"Competitive",-1.23,4456,91103018
"1580","00380000010UhuRAAS","a08C000000HULtMIAX",FALSE,NA,"2012-11-14T21:44:42.000Z","005C0000003CDalIAG","2014-08-12T20:23:38.000Z","005C0000006wSJzIAM","2014-08-12T20:23:38.000Z","","","","001C0000012X3W2IAK","6/30/2013",12,NA,FALSE,"8/12/2014",0,"Salesforce","Calpads said she transferred out with out graduating.","High School Diploma","10/10/2012","Graduated","","High School","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4515,910380
"1581","00380000010UhuRAAS","a08C000000VhuNEIAZ",FALSE,NA,"2014-08-12T20:24:18.000Z","005C0000006wSJzIAM","2014-08-12T20:24:19.000Z","005C0000006wSJzIAM","2014-08-12T20:24:19.000Z","","","","0018000000Y9ooCAAR","",NA,NA,FALSE,"8/12/2014",0,"Salesforce","","Associate's (2 year)","9/1/2014","Attending","","College","",2013,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9ooCAAR","Los Angeles Trade Technical College","Public 2 yr",23.5,"2 year (Noncompetiti",0,4515,910380
"1582","00380000010UhuRAAS","a0880000008xTNkAAM",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2009",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4515,910380
"1583","00380000010UhuRAAS","a08C000000OxvpjIAB",FALSE,NA,"2013-09-26T01:07:52.000Z","005C0000003CDalIAG","2013-09-26T01:07:52.000Z","005C0000003CDalIAG","2013-09-26T01:07:52.000Z","","","","0018000000m8dCiAAI","8/13/2012",NA,NA,FALSE,"9/25/2013",0,"Salesforce","","High School Diploma","7/2/2012","Transferred out","","Alternative Program","",2013,4,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4515,910380
"1584","00380000010UhuRAAS","a0880000008xef9AAA",FALSE,NA,"2010-08-27T20:16:07.000Z","00580000003U34WAAS","2012-12-19T15:39:46.000Z","005C0000003CMzbIAG","2012-12-19T15:39:46.000Z","","","","0018000000kxhm7AAA","10/9/2012",9,12,FALSE,"",0,"Salesforce","Confirmed transfer through Cal Pads. It also shows that she attended Opportunities for Learning in Hermosa Beach from 7/2/12-8/13/12.","High School Diploma","9/1/2009","Transferred out","Other","High School","",2013,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4515,910380
"1585","00380000010UhusAAC","a0880000008xTOBAA2",FALSE,NA,"2010-08-25T18:00:21.000Z","00580000003U34WAAS","2012-12-19T15:38:11.000Z","005C0000003CMzbIAG","2012-12-19T15:38:11.000Z","","","","0018000000Y9ncpAAB","6/30/2007",5,8,FALSE,"",0,"Salesforce","","Certificate","9/1/2005","Graduated","","Middle School","",2011,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4280,91103019
"1586","00380000010UhusAAC","a08C000000DlADTIA3",FALSE,NA,"2012-01-18T21:10:08.000Z","005C0000003sZiUIAU","2012-12-19T16:03:59.000Z","005C0000003CMzbIAG","2012-12-19T16:03:59.000Z","","","","0018000000Y9oO5AAJ","6/29/2012",NA,NA,FALSE,"1/18/2012",0,"Salesforce","","Associate's (2 year)","1/9/2012","Transferred out","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oO5AAJ","Cerritos College","Public 2 yr",31.6,"2 year (Noncompetiti",0,4280,91103019
"1587","00380000010UhusAAC","a08C000000HTAwOIAX",FALSE,NA,"2012-08-17T22:48:24.000Z","005C0000003sZiUIAU","2014-09-16T17:26:55.000Z","005C0000006wSJzIAM","2014-09-16T17:26:55.000Z","","","","0018000000Y9oWvAAJ","6/30/2014",NA,NA,FALSE,"9/16/2014",0,"Salesforce","","Associate's (2 year)","8/21/2012","Transferred out","","College","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oWvAAJ","El Camino Community College District","Public 2 yr",35.6,"2 year (Noncompetiti",0,4280,91103019
"1588","00380000010UhusAAC","a08C000000AyQwYIAV",FALSE,NA,"2011-05-10T20:39:56.000Z","00580000003U38wAAC","2013-11-04T01:51:22.000Z","005C0000003CMzbIAG","2013-11-04T01:51:22.000Z","","","","0018000000Y9p1qAAB","12/20/2011",NA,NA,FALSE,"",0,"Salesforce","","Associate's (2 year)","8/29/2011","Transferred out","","College","Engineering",2011,2,"",NA,NA,"Engineering General",FALSE,"",TRUE,FALSE,NA,"0018000000Y9p1qAAB","Pasadena City College","Public 2 yr",38.8,"2 year (Noncompetiti",0,4280,91103019
"1589","00380000010UhusAAC","a0880000008z3PyAAI",FALSE,NA,"2010-09-21T03:29:47.000Z","00580000003U38wAAC","2013-11-04T01:51:22.000Z","005C0000003CMzbIAG","2013-11-04T01:51:22.000Z","","","","0018000000kxhlrAAA","6/16/2011",9,12,FALSE,"",0,"Salesforce","","High School Diploma","8/27/2007","Graduated","","High School","",2011,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4280,91103019
"1590","00380000010UhusAAC","a08C000000U3stXIAR",FALSE,NA,"2014-04-22T17:48:09.000Z","005C0000003CDalIAG","2014-11-24T17:44:43.000Z","005C0000006wSJzIAM","2014-11-24T17:44:43.000Z","","","","0018000000Y9oLnAAJ","",NA,NA,FALSE,"11/18/2014",0,"Salesforce","","Bachelor's (4-year)","9/1/2014","Attending","","College","",2011,2,"5/1/2016",NA,NA,"",TRUE,"Chicano Studies",FALSE,FALSE,NA,"0018000000Y9oLnAAJ","California State University-Long Beach","Public 4 yr",60.3,"Competitive",-0.68,4280,91103019
