"year","student_id","present","excusedabsent","excusedtardy","absent","tardy","truant","inschoolsuspension","suspended"
"2015","14671","146","0","0","0","24","1","0","0"
"2014","6569","165","0","0","5","2","2","0","0"
"2012","6894","0","0","0","0","4","0","0","0"
"2014","13404","168","0","0","2","1","2","0","0"
"2014","12376","7","0","0","2","0","0","0","0"
"2016","13951","24","0","0","0","4","0","0","0"
"2016","16512","29","0","0","0","0","0","0","0"
"2016","13701","27","0","0","0","2","0","0","0"
"2012","6799","0","0","0","2","1","0","0","0"
"2012","3276","1","0","0","0","1","0","0","0"
"2014","13568","142","0","0","5","9","2","0","0"
"2015","11092","151","0","0","7","12","2","0","0"
"2013","3942","143","0","0","2","30","5","0","0"
"2015","13454","82","0","0","1","27","13","0","0"
"2013","2586","135","0","1","2","36","1","0","0"
"2013","6971","180","0","0","0","0","0","0","0"
"2016","12784","30","0","0","0","0","0","0","0"
"2013","11320","173","0","0","0","0","0","0","0"
"2016","16903","19","0","0","1","2","1","0","0"
"2015","10576","134","0","0","6","29","2","0","0"
"2016","13081","5","0","0","0","2","1","0","0"
"2014","6383","184","0","0","0","0","0","0","0"
"2015","15694","3","0","0","0","10","0","0","0"
"2014","7012","73","0","0","4","105","0","0","0"
"2015","10286","165","0","0","2","0","2","0","0"
"2015","14579","175","0","0","0","0","1","0","0"
"2013","6807","169","0","0","6","1","0","0","0"
"2016","16863","9","0","0","1","7","4","0","0"
"2013","7155","174","0","0","7","1","0","0","0"
"2014","3171","175","0","0","0","0","0","0","0"
"2014","6966","180","0","0","3","0","0","0","0"
"2016","13616","18","0","0","2","7","1","0","0"
"2015","11602","159","0","0","0","10","2","0","0"
"2013","11013","175","0","0","5","0","0","0","0"
"2014","12636","35","0","0","3","2","0","0","0"
"2015","13750","173","0","0","0","2","0","0","0"
"2016","13613","26","0","0","0","3","0","0","0"
"2016","15133","26","0","0","0","0","0","0","0"
"2014","11748","177","0","0","1","0","0","0","0"
"2016","13250","29","0","0","0","0","0","0","0"
"2012","3342","2","0","0","4","31","0","0","0"
"2015","11960","171","0","0","0","0","0","0","0"
"2014","7123","173","0","1","0","0","0","0","0"
"2015","13613","137","0","0","8","17","1","0","0"
"2015","14670","165","0","0","0","4","2","0","0"
"2016","10737","28","0","0","0","0","0","0","0"
"2016","13923","29","0","0","0","0","0","0","0"
"2015","13231","128","0","0","7","28","0","0","0"
"2014","13120","117","0","0","8","23","27","0","0"
"2012","3242","0","0","0","0","1","0","0","0"
"2016","13108","28","0","0","0","1","0","0","0"
"2013","6962","161","0","3","4","5","1","0","0"
"2014","11298","153","0","0","9","11","0","0","0"
"2015","12684","169","0","0","1","0","0","0","0"
"2014","10882","46","0","0","12","123","2","0","0"
"2012","3964","1","0","0","1","10","0","0","2"
"2015","13165","142","0","0","4","13","8","0","0"
"2015","12680","174","0","0","0","1","0","0","0"
"2015","10519","168","0","0","1","4","0","0","0"
"2013","6476","155","0","0","14","8","3","0","0"
"2015","11843","29","0","0","40","23","81","0","0"
"2013","6849","170","0","0","9","2","2","0","0"
"2016","15933","27","0","0","2","0","0","0","0"
"2016","15314","28","0","0","0","1","0","0","0"
"2012","7112","0","0","0","2","0","0","0","1"
"2015","6582","163","0","0","0","3","0","0","0"
"2015","10651","170","0","0","0","1","0","0","0"
"2016","15109","22","0","0","5","1","1","0","0"
"2013","7013","163","0","0","2","17","1","0","0"
"2015","11771","132","0","0","1","26","11","0","0"
"2016","10321","27","0","0","0","1","0","0","0"
"2016","6427","24","0","0","3","1","0","0","0"
"2014","6339","174","0","0","0","1","0","0","0"
"2016","6898","29","0","0","0","0","0","0","0"
"2015","12806","157","0","0","0","15","0","0","0"
"2016","10252","23","0","0","5","1","0","0","0"
"2014","3925","169","0","0","0","6","0","0","0"
"2016","14503","23","0","0","2","4","0","0","0"
"2015","14543","122","0","0","1","50","0","0","0"
"2013","6793","160","0","0","1","17","0","0","0"
"2016","14423","30","0","0","0","0","0","0","0"
"2015","14452","178","0","0","0","0","0","0","0"
"2012","3265","0","0","0","7","19","0","0","0"
"2012","2821","0","0","0","2","50","0","0","0"
"2014","4570","136","0","0","11","26","2","0","0"
"2016","7122","29","0","0","0","0","0","0","0"
"2016","6344","29","0","0","0","0","0","0","0"
"2014","4573","174","0","0","1","0","0","0","0"
"2015","12720","164","0","0","2","4","0","0","0"
"2015","12404","164","0","0","2","0","0","0","0"
"2015","13282","94","0","0","11","70","0","0","0"
"2016","16402","15","0","0","4","6","1","0","0"
"2014","11809","153","0","1","8","15","0","0","2"
"2015","14986","148","0","0","0","18","3","0","0"
"2013","6810","177","0","0","1","1","0","0","0"
"2015","11526","126","0","0","11","15","6","0","0"
"2013","3045","175","0","0","0","0","0","0","0"
"2016","14019","29","0","0","0","0","0","0","0"
"2016","16464","28","0","0","0","0","0","0","0"
"2016","14248","23","0","0","3","2","1","0","0"
"2014","6751","183","0","0","0","0","0","0","0"
"2013","10274","164","0","0","1","1","0","0","0"
"2014","12842","75","0","0","17","37","17","0","0"
"2014","3387","164","0","0","1","8","0","0","0"
"2012","3294","0","0","0","5","53","0","0","0"
"2015","6710","172","0","0","0","2","0","0","0"
"2013","6552","178","0","0","3","0","0","0","0"
"2013","7203","156","0","0","3","16","0","0","0"
"2015","6409","169","0","0","0","0","1","0","0"
"2015","10828","140","0","0","5","27","4","0","1"
"2016","12591","25","0","0","0","0","0","0","0"
"2016","16148","25","0","0","0","0","0","0","0"
"2015","6566","177","0","0","0","0","0","0","0"
"2012","2560","0","0","0","0","2","0","0","0"
"2013","11798","121","0","1","3","60","2","0","0"
"2012","3108","0","0","0","1","0","0","0","0"
"2013","11932","145","0","9","5","12","2","0","0"
"2013","3507","166","0","0","2","7","0","0","0"
"2014","6989","0","0","0","0","8","0","0","0"
"2016","14675","29","0","0","0","0","0","0","0"
"2015","13126","171","0","0","0","0","0","0","0"
"2016","15436","29","0","0","0","0","0","0","0"
"2013","2849","147","0","0","4","24","2","0","0"
"2013","3557","168","0","0","5","2","0","0","0"
"2013","3336","172","0","0","2","1","0","0","0"
"2015","6698","164","0","0","1","0","0","0","0"
"2015","11128","173","0","0","1","0","1","0","0"
"2013","7086","182","0","0","0","1","0","0","0"
"2016","15381","28","0","0","0","2","0","0","0"
"2013","11367","175","0","0","2","1","1","0","0"
"2014","12852","183","0","0","1","1","0","0","0"
"2016","13125","29","0","0","0","0","0","0","0"
"2016","11271","28","0","0","0","0","0","0","0"
"2014","12750","182","0","0","0","0","0","0","0"
"2016","10226","28","0","0","1","0","0","0","0"
"2016","16531","29","0","0","0","0","0","0","0"
"2014","3204","175","0","0","0","0","0","0","0"
"2015","14899","170","0","0","2","1","1","0","0"
"2015","12349","151","0","0","1","3","2","0","0"
"2016","6800","28","0","0","0","0","0","0","0"
"2012","2745","0","0","0","1","8","0","0","0"
"2016","15880","30","0","0","0","0","0","0","0"
"2016","11719","29","0","0","0","1","0","0","0"
"2012","2326","0","0","0","1","0","0","0","0"
"2012","7080","0","0","0","4","12","0","0","0"
"2015","14349","76","0","0","16","63","17","0","0"
"2015","14417","162","0","0","6","0","0","0","0"
"2012","3012","0","0","0","2","12","0","0","0"
"2016","15057","29","0","0","0","0","0","0","0"
"2014","10992","174","0","3","1","0","0","0","0"
"2016","15411","10","0","0","2","15","1","0","0"
"2013","10429","168","0","0","1","4","0","0","0"
"2014","13197","113","0","0","7","49","12","0","0"
"2016","13519","25","0","0","0","3","0","0","0"
"2016","16918","17","0","0","3","1","0","0","0"
"2013","6725","154","0","0","2","11","2","0","0"
"2015","14443","53","0","0","4","5","0","0","0"
"2014","6518","170","0","0","3","1","1","0","0"
"2012","6429","0","0","0","5","11","0","0","0"
"2014","10889","177","0","0","0","1","0","0","0"
"2015","14701","174","0","0","0","0","0","0","0"
"2015","14569","166","0","0","0","0","0","0","0"
"2013","2436","174","0","0","1","0","0","0","0"
"2015","10383","165","0","0","2","8","0","0","0"
"2016","11724","22","0","0","0","6","0","0","0"
"2016","14437","29","0","0","0","0","0","0","0"
"2014","6777","169","0","0","1","9","3","0","0"
"2015","12771","173","0","0","1","0","0","0","0"
"2016","6638","13","0","0","0","10","5","0","0"
"2016","6497","29","0","0","0","0","0","0","0"
"2016","11518","27","0","0","0","0","0","0","0"
"2015","12756","160","0","0","10","3","0","0","0"
"2012","6492","0","0","0","1","1","0","0","0"
"2013","11227","181","0","0","0","0","0","0","0"
"2014","11626","148","0","0","0","33","2","0","0"
"2016","14885","28","0","0","0","0","0","0","0"
"2013","3519","150","0","0","16","5","0","0","0"
"2015","11853","154","0","0","7","12","1","0","0"
"2013","6441","169","0","0","4","2","0","0","0"
"2015","14879","172","0","0","1","0","0","0","0"
"2014","11482","173","0","0","1","0","1","0","0"
"2016","12752","28","0","0","0","0","0","0","0"
"2012","2476","0","0","0","0","1","0","0","0"
"2013","4595","167","0","0","3","4","0","0","0"
"2015","7045","170","0","0","0","1","0","0","0"
"2016","6621","16","0","0","0","10","2","0","0"
"2016","14802","29","0","0","0","0","1","0","0"
"2016","12467","27","0","0","0","1","0","0","0"
"2013","3453","139","0","0","1","37","1","1","0"
"2015","12628","156","0","0","5","10","1","0","0"
"2016","6862","28","0","0","0","0","0","0","0"
"2016","6765","21","0","0","0","8","0","0","0"
"2014","10563","130","0","0","1","41","2","0","0"
"2014","10426","156","0","0","12","4","3","0","0"
"2016","16488","20","0","0","3","3","0","0","0"
"2015","12927","156","0","0","3","12","0","0","0"
"2016","15349","30","0","0","0","0","0","0","0"
"2012","2995","0","0","0","0","2","0","0","0"
"2015","13100","161","0","0","0","3","1","0","0"
"2015","14736","2","0","0","0","2","0","0","0"
"2016","12763","30","0","0","0","0","0","0","0"
"2014","12545","147","0","0","5","27","0","0","0"
"2016","14251","27","0","0","1","0","0","0","0"
"2012","6961","0","0","0","2","0","0","0","4"
"2016","6554","27","0","0","1","0","0","0","0"
"2016","13431","28","0","0","0","0","0","0","0"
"2015","13268","154","0","0","5","17","0","0","0"
"2016","16132","10","0","0","0","18","1","0","0"
"2014","10262","178","0","0","0","7","0","0","0"
"2012","6934","0","0","0","1","10","0","0","0"
"2016","12898","29","0","0","0","0","0","0","0"
"2015","13817","145","0","0","0","27","0","0","0"
"2016","6858","27","0","0","0","0","0","0","0"
"2016","11642","29","0","0","0","0","0","0","0"
"2015","14376","172","0","0","0","1","0","0","0"
"2015","13094","137","0","0","8","14","0","0","0"
"2012","2300","0","0","0","2","8","0","0","0"
"2015","15007","155","0","0","1","17","2","0","0"
"2015","14726","86","0","0","0","21","0","0","0"
"2016","15665","27","0","0","0","2","0","0","0"
"2013","6661","150","0","0","0","25","0","0","0"
"2015","14625","117","0","0","4","55","0","0","0"
"2013","6932","157","0","0","0","15","0","0","0"
"2012","6998","0","0","0","1","0","0","0","0"
"2016","11765","14","0","0","0","13","2","0","0"
"2016","12489","29","0","0","0","0","0","0","0"
"2013","6440","183","0","0","0","0","0","0","0"
"2014","3315","153","0","0","6","14","1","0","0"
"2015","11921","97","0","0","0","12","3","0","0"
"2016","10764","21","0","0","3","4","0","0","0"
"2012","2583","0","0","0","11","31","0","0","0"
"2012","3016","0","0","0","2","72","0","0","0"
"2015","14065","158","0","0","1","2","1","0","0"
"2014","7088","180","0","0","1","0","0","0","0"
"2015","14894","134","0","0","9","20","4","0","0"
"2013","2348","172","0","0","2","1","0","0","0"
"2013","3169","175","0","0","0","0","0","0","0"
"2015","12910","171","0","0","0","0","0","0","0"
"2016","12993","23","0","0","1","3","0","0","0"
"2015","6525","126","0","0","0","40","1","0","0"
"2014","6823","165","0","0","1","6","1","0","0"
"2014","3166","173","0","0","0","1","0","0","0"
"2014","11940","174","0","0","10","0","0","0","0"
"2016","16806","25","0","0","0","2","0","0","0"
"2013","6678","170","0","0","5","1","0","0","0"
"2015","14703","74","0","0","21","42","4","0","0"
"2015","6383","174","0","0","0","0","0","0","0"
"2016","14348","28","0","0","0","0","0","0","0"
"2016","14405","27","0","0","0","0","0","0","0"
"2013","11678","168","0","0","3","0","0","0","0"
"2013","11757","155","0","0","14","16","0","0","0"
"2014","3424","156","0","0","15","5","0","0","0"
"2014","11260","173","0","0","0","0","0","0","0"
"2014","13521","146","0","0","4","9","0","0","0"
"2014","6433","144","0","0","4","35","0","0","0"
"2014","6912","158","0","0","0","15","0","0","0"
"2015","13310","158","0","0","0","1","0","0","0"
"2013","3971","160","0","0","10","7","3","0","0"
"2016","16436","29","0","0","0","0","0","0","0"
"2012","7040","0","0","0","3","3","0","0","0"
"2015","12781","169","0","0","2","1","0","0","0"
"2012","6530","0","0","0","0","1","0","0","0"
"2016","16382","28","0","0","0","0","0","0","0"
"2014","12488","137","0","0","2","39","1","0","0"
"2015","14198","124","0","0","2","24","9","0","0"
"2016","11435","27","0","0","0","0","0","0","0"
"2015","6458","149","0","0","5","6","1","0","0"
"2016","13782","27","0","0","0","1","0","0","0"
"2016","15457","28","0","0","1","0","0","0","0"
"2015","13217","170","0","0","5","0","0","0","0"
"2016","7143","26","0","0","0","3","0","0","0"
"2015","7186","172","0","0","2","0","0","0","0"
"2015","14534","176","0","0","0","0","0","0","0"
"2015","13880","119","0","0","7","50","0","0","0"
"2016","10569","28","0","0","0","0","0","0","0"
"2016","7183","29","0","0","0","0","0","0","0"
"2016","14026","29","0","0","0","0","0","0","0"
"2016","6748","29","0","0","0","0","0","0","0"
"2014","11507","130","0","0","5","33","0","0","0"
"2016","14989","29","0","0","0","1","0","0","0"
"2016","11681","28","0","0","0","1","0","0","0"
"2015","13961","170","0","0","1","0","0","0","0"
"2016","15074","29","0","0","0","0","0","0","0"
"2016","14025","29","0","0","0","0","0","0","0"
"2016","16976","4","0","0","0","4","0","0","0"
"2015","14681","172","0","0","0","1","0","0","0"
"2016","12393","29","0","0","0","0","0","0","0"
"2014","6489","141","0","4","6","10","5","0","0"
"2015","13829","162","0","0","3","3","0","0","0"
"2016","14278","27","0","0","2","0","0","0","0"
"2013","11922","159","0","0","9","0","0","0","0"
"2013","6900","164","0","0","6","1","0","0","0"
"2016","16587","21","0","0","0","8","1","0","0"
"2016","10401","25","0","0","0","0","0","0","0"
"2015","6756","167","0","0","1","3","1","0","0"
"2016","7141","29","0","0","0","0","0","0","0"
"2012","3221","0","0","0","2","0","0","0","0"
"2013","6797","175","0","0","3","1","0","0","0"
"2014","10304","111","0","0","16","24","28","0","0"
"2015","11121","138","0","0","2","17","5","0","0"
"2013","10707","166","0","0","6","2","1","0","0"
"2015","6958","165","0","0","0","1","0","0","0"
"2015","6355","46","0","0","0","0","0","0","0"
"2012","2657","0","0","0","0","1","0","0","0"
"2014","10751","185","0","0","0","0","0","0","0"
"2013","10360","4","0","0","0","1","0","0","0"
"2013","10509","175","0","0","0","3","1","0","0"
"2015","11838","158","0","0","1","9","0","0","0"
"2016","16150","29","0","0","0","0","0","0","0"
"2015","11766","170","0","0","0","4","0","0","0"
"2014","12520","174","0","0","1","0","0","0","0"
"2016","12577","24","0","0","1","1","0","0","0"
"2015","12506","88","0","0","3","0","0","0","0"
"2013","10401","163","0","0","5","0","0","0","0"
"2014","3507","156","0","0","1","17","1","0","0"
"2012","6808","0","0","0","3","0","0","0","0"
"2012","7195","0","0","0","0","9","0","0","0"
"2013","6663","157","0","0","0","18","0","0","0"
"2012","2600","0","0","0","3","0","0","0","0"
"2014","13050","183","0","0","1","0","0","0","0"
"2016","15276","29","0","0","0","0","0","0","0"
"2016","14624","25","0","0","0","2","0","0","0"
"2013","10957","148","0","0","0","22","1","0","0"
"2015","14593","163","0","0","1","14","0","0","0"
"2016","13267","30","0","0","0","0","0","0","0"
"2015","12623","107","0","0","0","65","4","0","0"
"2016","16775","26","0","0","0","0","0","0","0"
"2016","16974","5","0","0","0","3","0","0","0"
"2012","2985","0","0","0","0","8","0","0","0"
"2015","12488","119","0","0","1","52","0","0","0"
"2016","16639","30","0","0","0","0","0","0","0"
"2014","13550","100","0","0","15","31","4","0","0"
"2014","11800","167","0","0","2","5","1","0","0"
"2016","15306","29","0","0","0","0","0","0","0"
"2013","10624","175","0","0","0","0","0","0","0"
"2015","13287","169","0","0","0","4","0","0","0"
"2016","15909","28","0","0","0","0","0","0","0"
"2016","15127","25","0","0","1","1","0","0","0"
"2014","10823","178","0","0","2","2","0","0","0"
"2014","6842","171","0","0","11","0","1","0","0"
"2016","12871","29","0","0","0","0","0","0","0"
"2015","10832","0","0","0","1","1","0","0","0"
"2014","12492","152","0","0","0","15","1","0","0"
"2015","14643","164","0","0","0","3","0","0","0"
"2015","14585","137","0","0","4","32","6","0","0"
"2015","12924","169","0","0","2","0","0","0","0"
"2016","11304","29","0","0","0","0","0","0","0"
"2012","3187","0","0","0","0","7","0","0","0"
"2013","10910","175","0","0","8","2","0","0","0"
"2012","2936","0","0","0","3","1","0","0","0"
"2014","6916","158","0","0","0","14","2","0","0"
"2015","7106","152","0","0","1","18","1","0","0"
"2016","13626","29","0","0","0","0","0","0","0"
"2016","13562","27","0","0","0","2","0","0","0"
"2014","13584","128","0","0","3","1","0","0","0"
"2016","15645","25","0","0","0","2","0","0","0"
"2016","15279","27","0","0","0","1","1","0","0"
"2016","12608","25","0","0","1","3","0","0","0"
"2016","7081","29","0","0","0","0","0","0","0"
"2013","3531","157","0","0","6","12","0","0","0"
"2014","10717","172","0","0","0","2","0","0","0"
"2016","12848","29","0","0","0","0","0","0","0"
"2014","6499","136","0","0","15","28","0","0","0"
"2015","14811","156","0","0","2","15","0","0","0"
"2012","6886","4","0","0","3","10","0","0","0"
"2014","12348","174","0","0","2","3","0","0","0"
"2012","2349","0","0","0","0","1","0","0","0"
"2015","15046","128","0","0","5","36","4","0","0"
"2015","13947","87","0","0","1","2","2","0","0"
"2016","16817","14","0","0","7","5","0","0","0"
"2015","13969","159","0","0","1","3","0","0","0"
"2014","13425","38","0","0","27","2","0","0","0"
"2013","11858","168","0","0","0","8","0","0","0"
"2014","13329","14","0","0","2","0","0","0","0"
"2014","6539","155","0","0","10","5","2","0","0"
"2015","10956","167","0","0","1","1","1","0","0"
"2015","6522","153","0","0","0","19","0","0","0"
"2012","6699","0","0","0","0","1","0","0","0"
"2014","12806","162","0","0","2","14","0","0","0"
"2015","6674","174","0","0","0","0","0","0","0"
"2014","12896","165","0","0","8","3","0","0","0"
"2015","6669","169","0","0","1","4","0","0","0"
"2016","16717","29","0","0","0","0","0","0","0"
"2015","10760","133","0","0","7","22","0","0","0"
"2014","6839","158","0","0","11","11","4","0","0"
"2016","7040","23","0","0","0","0","0","0","0"
"2015","14961","167","0","0","0","1","0","0","0"
"2015","13020","104","0","0","3","57","7","0","0"
"2015","10385","161","0","0","6","5","0","0","0"
"2016","14837","22","0","0","0","5","1","0","0"
"2016","15709","28","0","0","0","0","0","0","0"
"2014","12355","173","0","0","4","1","0","0","0"
"2016","15542","27","0","0","0","2","0","0","0"
"2016","12405","24","0","0","5","1","0","0","0"
"2013","6702","129","0","0","10","33","2","0","0"
"2013","3230","130","0","0","7","18","0","0","12"
"2015","14173","174","0","0","0","0","0","0","0"
"2015","13068","71","0","0","2","92","5","0","0"
"2012","3368","0","0","0","1","4","0","0","0"
"2015","7076","159","0","0","2","13","0","0","0"
"2014","11632","130","0","2","2","37","3","0","0"
"2014","13451","175","0","0","0","0","0","0","0"
"2014","10782","161","0","0","5","7","0","0","0"
"2014","13101","164","0","0","4","13","1","0","0"
"2016","6533","22","0","0","1","6","0","0","0"
"2013","11831","33","0","0","25","3","1","0","0"
"2016","12716","29","0","0","0","0","0","0","0"
"2015","14859","169","0","0","3","1","0","0","0"
"2014","13131","185","0","0","0","0","0","0","0"
"2014","13248","181","0","0","0","1","0","0","0"
"2016","14193","29","0","0","0","0","0","0","0"
"2016","10544","29","0","0","0","0","0","0","0"
"2016","11234","29","0","0","0","0","0","0","0"
"2012","2449","0","0","0","0","7","0","0","0"
"2016","16653","27","0","0","0","3","0","0","0"
"2013","6427","152","0","0","19","7","1","0","0"
"2014","12943","185","0","0","0","0","0","0","0"
"2012","6747","0","0","0","7","0","0","0","0"
"2014","6727","167","0","0","7","0","0","0","0"
"2015","12536","159","0","0","2","4","2","0","0"
"2012","7014","0","0","0","1","0","0","0","0"
"2013","6902","152","0","0","11","9","0","0","0"
"2015","6658","161","0","0","2","1","0","0","0"
"2014","6659","132","0","0","11","29","2","0","0"
"2013","3454","120","0","0","12","23","3","0","0"
"2013","6505","166","0","0","5","10","0","0","0"
"2015","10649","173","0","0","0","1","0","0","0"
"2016","16206","27","0","0","0","2","0","0","0"
"2015","11859","131","0","0","23","13","2","0","0"
"2016","13127","26","0","0","3","0","0","0","0"
"2014","10939","175","0","0","0","0","0","0","0"
"2016","16868","24","0","0","0","0","0","0","0"
"2016","13887","29","0","0","0","0","0","0","0"
"2015","14576","173","0","0","0","0","0","0","0"
"2015","13417","166","0","0","0","10","0","0","0"
"2016","16732","26","0","0","1","2","0","0","0"
"2016","16508","27","0","0","0","0","0","0","0"
"2014","12910","181","0","0","0","0","0","0","0"
"2013","6605","176","0","0","4","0","0","0","0"
"2013","3529","170","0","1","4","0","0","0","0"
"2016","15801","28","0","0","0","0","0","0","0"
"2016","14951","4","0","0","1","16","9","0","0"
"2015","14051","157","0","0","4","4","0","0","0"
"2014","13114","164","0","0","3","13","3","0","0"
"2015","15033","171","0","0","1","3","0","0","0"
"2015","13733","156","0","0","3","11","0","0","0"
"2014","11052","170","0","0","5","0","0","0","0"
"2014","7108","164","0","0","4","13","1","0","0"
"2015","13725","175","0","0","0","0","0","0","0"
"2016","16657","28","0","0","0","0","0","0","0"
"2013","7054","170","0","0","2","7","1","0","0"
"2012","7124","0","0","0","1","0","0","0","0"
"2016","11758","19","0","0","0","10","0","0","0"
"2015","3382","77","0","0","1","0","1","0","0"
"2016","16926","18","0","0","0","1","0","0","0"
"2016","10483","29","0","0","0","0","0","0","0"
"2015","12351","174","0","0","0","0","0","0","0"
"2016","6542","29","0","0","0","0","0","0","0"
"2015","6397","158","0","0","4","1","0","0","0"
"2015","15069","161","0","0","1","4","0","0","0"
"2016","15737","27","0","0","0","2","0","0","0"
"2014","6350","172","0","0","2","1","0","0","0"
"2015","12468","96","0","0","11","60","2","0","0"
"2015","14903","144","0","0","6","13","0","0","0"
"2013","3555","168","0","0","3","3","0","0","0"
"2016","16827","19","0","0","3","0","0","0","0"
"2015","12515","172","0","0","2","0","0","0","0"
"2015","13909","157","0","0","8","3","0","0","0"
"2016","13600","30","0","0","0","0","0","0","0"
"2015","13259","37","0","0","15","84","30","0","0"
"2012","6963","0","0","0","13","0","0","0","0"
"2012","6916","0","0","0","1","1","0","0","0"
"2016","15152","18","0","0","1","10","0","0","0"
"2014","10496","177","0","0","3","3","0","0","0"
"2015","14261","168","0","0","2","2","0","0","0"
"2015","12444","143","0","0","12","3","0","0","0"
"2016","16821","23","0","0","2","0","0","0","0"
"2016","15853","29","0","0","0","0","0","0","0"
"2014","6841","154","0","1","3","22","1","0","0"
"2016","14612","29","0","0","0","0","0","0","0"
"2014","7189","165","0","0","13","5","1","0","0"
"2012","7139","0","0","0","0","2","0","0","0"
"2013","6614","147","0","0","5","1","0","0","0"
"2014","13386","114","0","1","28","25","7","0","0"
"2012","6731","0","0","0","1","2","0","0","0"
"2014","13236","180","0","0","3","0","0","0","0"
"2014","12694","176","0","0","0","2","0","0","0"
"2016","16581","28","0","0","0","0","0","0","0"
"2016","14565","28","0","0","0","1","0","0","0"
"2016","16452","29","0","0","1","0","0","0","0"
"2016","11833","5","0","0","5","13","5","0","0"
"2016","14432","28","0","0","0","0","0","0","0"
"2016","15219","29","0","0","0","0","0","0","0"
"2012","6608","0","0","0","1","67","0","0","0"
"2014","6495","168","0","0","0","14","1","0","0"
"2015","13568","158","0","0","0","7","6","0","0"
"2015","10683","165","0","0","0","1","0","0","0"
"2014","11797","153","0","0","18","1","0","0","0"
"2014","6574","157","0","0","17","7","1","0","0"
"2015","13862","160","0","0","7","5","0","0","0"
"2014","13108","165","0","0","2","12","0","0","0"
"2015","14395","163","0","0","0","9","0","0","0"
"2015","3523","157","0","0","0","14","1","0","0"
"2013","6981","173","0","0","4","2","1","0","0"
"2014","6733","131","0","0","10","20","0","0","0"
"2014","3531","138","0","1","4","28","2","0","0"
"2013","10415","133","0","0","2","46","0","0","0"
"2016","6370","27","0","0","1","1","0","0","0"
"2016","14334","5","0","0","0","0","0","0","0"
"2015","6715","152","0","0","2","19","1","0","0"
"2014","7087","168","0","0","6","7","3","0","0"
"2013","3392","171","0","0","2","2","0","0","0"
"2015","3082","127","0","0","8","39","1","0","0"
"2016","14191","29","0","0","1","0","0","0","0"
"2014","6874","163","0","0","0","9","2","0","0"
"2016","11310","29","0","0","0","0","0","0","0"
"2015","12737","163","0","0","2","3","0","0","0"
"2016","16095","27","0","0","0","0","0","0","0"
"2013","3278","142","0","0","10","24","4","0","0"
"2014","6457","172","0","0","1","8","2","0","0"
"2012","6612","0","0","0","3","0","0","0","0"
"2015","3377","174","0","0","0","1","0","0","0"
"2016","10600","29","0","0","0","0","0","0","0"
"2016","13281","27","0","0","1","1","0","0","0"
"2015","7054","165","0","0","5","6","0","0","0"
"2012","6869","0","0","0","1","1","0","0","0"
"2015","12592","158","0","0","4","2","0","0","0"
"2013","3180","171","0","0","2","2","0","0","0"
"2016","14272","29","0","0","0","0","0","0","0"
"2016","15124","8","0","0","0","19","0","0","0"
"2016","3436","27","0","0","0","0","0","0","0"
"2015","13331","172","0","0","0","1","0","0","0"
"2015","14332","9","0","0","3","3","1","0","0"
"2016","12838","30","0","0","0","0","0","0","0"
"2013","11872","32","0","0","14","15","6","1","4"
"2014","6957","169","0","0","11","0","1","0","0"
"2014","3422","137","0","0","7","29","2","0","0"
"2016","6576","26","0","0","3","0","0","0","0"
"2012","6935","0","0","0","0","1","0","0","0"
"2014","10265","150","0","0","17","6","1","0","1"
"2014","6973","176","0","0","1","0","0","0","0"
"2014","6525","96","0","0","3","55","1","0","0"
"2014","12953","172","0","0","0","9","0","0","0"
"2015","12802","173","0","0","0","0","0","0","0"
"2015","6707","143","0","0","10","18","3","0","0"
"2013","11740","160","0","0","7","21","1","0","0"
"2014","3528","172","0","0","2","2","0","0","0"
"2012","6365","0","0","0","3","0","0","0","0"
"2016","15649","27","0","0","0","0","0","0","0"
"2015","11489","169","0","0","7","0","0","0","0"
"2016","14527","24","0","0","1","5","0","0","0"
"2016","15488","17","0","0","9","1","0","0","0"
"2013","11407","149","0","1","0","28","0","0","0"
"2014","11945","80","0","0","29","48","25","0","0"
"2013","11400","179","0","0","0","1","0","0","0"
"2015","6358","176","0","0","0","0","0","0","0"
"2013","6592","165","0","1","1","0","1","0","0"
"2016","13017","24","0","0","2","3","0","0","0"
"2016","13194","29","0","0","0","0","0","0","0"
"2016","14720","26","0","0","0","0","0","0","0"
"2016","11625","28","0","0","0","0","0","0","0"
"2016","14368","27","0","0","0","2","0","0","0"
"2013","3161","133","0","0","1","43","2","0","0"
"2016","6806","29","0","0","0","0","0","0","0"
"2014","12863","127","0","0","3","25","1","0","0"
"2016","11459","28","0","0","1","0","0","0","0"
"2016","12901","23","0","0","5","1","0","0","0"
"2014","13471","165","0","0","2","0","0","0","0"
"2015","6659","153","0","0","13","7","0","0","0"
"2013","7175","180","0","0","3","0","0","0","0"
"2015","15239","123","0","0","0","6","0","0","0"
"2016","6947","27","0","0","1","1","1","0","0"
"2016","16764","18","0","0","0","10","0","0","0"
"2015","13283","163","0","0","0","1","1","0","0"
"2015","10429","167","0","0","2","0","0","0","0"
"2015","12528","156","0","0","0","10","1","0","0"
"2016","14671","29","0","0","0","0","0","0","0"
"2016","13942","29","0","0","0","0","0","0","0"
"2015","14876","164","0","0","0","3","1","0","0"
"2014","11284","143","0","0","12","16","2","0","0"
"2016","16518","27","0","0","1","0","0","0","0"
