caaspp_2015_math_id,student_id,caaspp_2015_math_testGradeLevel,caaspp_2015_math_testTakenText,caaspp_2015_assessType,caaspp_2015_math_testDate,caaspp_2015_math_performanceLevel,caaspp_2015_math_performanceLevelText,caaspp_2015_math_scaleScore,caaspp_2015_math_errorbandMin,caaspp_2015_math_errorbandMax,caaspp_2015_math_cluster1Text,caaspp_2015_math_cluster1PerformanceLevel,caaspp_2015_math_cluster1PerformanceLevelText,caaspp_2015_math_cluster1ScaleScore,caaspp_2015_math_cluster1errorbandMin,caaspp_2015_math_cluster1errorbandMax,caaspp_2015_math_cluster2Text,caaspp_2015_math_cluster2PerformanceLevel,caaspp_2015_math_cluster2PerformanceLevelText,caaspp_2015_math_cluster2ScaleScore,caaspp_2015_math_cluster2errorbandMin,caaspp_2015_math_cluster2errorbandMax,caaspp_2015_math_cluster3Text,caaspp_2015_math_cluster3PerformanceLevel,caaspp_2015_math_cluster3PerformanceLevelText,caaspp_2015_math_cluster3ScaleScore,caaspp_2015_math_cluster3errorbandMin,caaspp_2015_math_cluster3errorbandMax,caaspp_2015_math_cluster4Text,caaspp_2015_math_cluster4PerformanceLevel,caaspp_2015_math_cluster4PerformanceLevelText,caaspp_2015_math_cluster4ScaleScore,caaspp_2015_math_cluster4errorbandMin,caaspp_2015_math_cluster4errorbandMax,caaspp_2015_assessYear,caaspp_2015_assessSubject,caaspp_2015_assessmentGuid,caaspp_2015_assessmentLocationID,caaspp_2015_assessmentLocation,caaspp_2015_assessmentLevel,caaspp_2015_math_accomASL,caaspp_2015_math_accomNoiseBuffer,caaspp_2015_math_accomPrintOnDemandItems,caaspp_2015_math_accomBraille,caaspp_2015_math_accomClosedCaptioning,caaspp_2015_math_accomTextToSpeech,caaspp_2015_math_accomAbacus,caaspp_2015_math_accomAlternateResponseOptions,caaspp_2015_math_accomCalc,caaspp_2015_math_accomMultiplicationTable,caaspp_2015_math_accomPrintOnDemand,caaspp_2015_math_accomReadAloud,caaspp_2015_math_accomScribe,caaspp_2015_math_accomSpeechToText,caaspp_2015_math_accomStreamLineMode
19,6877,4,Grade 4 Math Interim Comprehensive,INTERIM COMPREHENSIVE,3/18/2015,3,Level 3,2492,2472,2512,Concepts & Procedures,2,At/Near Standard,2478,2453,2504,Problem Solving and Modeling & Data Analysis,2,At/Near Standard,2486,2450,2522,Communicating Reasoning,2,At/Near Standard,2567,2508,2625,\N,\N,\N,\N,\N,\N,2015,Math,49c6e6a6-b2f1-11e4-83e0-406c8f57365f,ca-9c2c-4,,4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
893,14140,5,Grade 5 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2414,2389,2439,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
444,6881,4,Grade 4 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2559,2541,2577,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
17,6881,4,Grade 4 Math Interim Comprehensive,INTERIM COMPREHENSIVE,3/18/2015,3,Level 3,2530,2508,2551,Concepts & Procedures,3,Above Standard,2551,2516,2585,Problem Solving and Modeling & Data Analysis,2,At/Near Standard,2460,2420,2500,Communicating Reasoning,3,Above Standard,2659,2576,2742,\N,\N,\N,\N,\N,\N,2015,Math,49c6e6a6-b2f1-11e4-83e0-406c8f57365f,ca-9c2c-4,,4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1303,4567,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2642,2621,2663,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1498,3129,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2600,2575,2625,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2353,14947,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2292,2265,2357,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
638,7039,4,Grade 4 Math Summative (Final),Summative (Final),\N,3,Standard Met,2488,2471,2505,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1373,3164,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2605,2581,2629,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1291,13326,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2392,2359,2425,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
243,11932,4,Grade 4 Math Summative (Final),Summative (Final),\N,3,Standard Met,2515,2498,2532,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1682,14088,5,Grade 5 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2269,2219,2320,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1493,3287,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2507,2478,2536,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1220,3484,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2630,2608,2652,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1185,3525,8,Grade 8 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2578,2551,2605,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1483,3345,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2611,2585,2637,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2190,4593,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2489,2452,2526,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1463,3331,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2644,2621,2667,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1256,3381,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2713,2692,2734,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
718,11845,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2329,2279,2379,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1423,10402,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2454,2428,2480,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
780,12017,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2440,2408,2472,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2034,13506,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2556,2533,2579,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1227,3490,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2482,2450,2514,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1634,3437,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2646,2625,2667,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1251,10651,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2583,2561,2605,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2078,10828,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2486,2450,2522,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2138,4585,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2435,2400,2470,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1570,3317,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2717,2695,2739,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2185,3961,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2433,2397,2469,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1481,3507,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2723,2702,2744,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1230,3470,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2559,2535,2583,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2362,3201,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2487,2456,2518,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1157,14608,5,Grade 5 Math Summative (Final),Summative (Final),\N,3,Standard Met,2578,2559,2597,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1509,10750,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2503,2480,2526,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1499,3479,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2659,2639,2679,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
782,11853,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2486,2461,2511,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1778,11798,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2587,2564,2610,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
738,12811,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2530,2503,2557,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1683,13572,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2473,2447,2499,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1466,11278,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2630,2610,2650,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1535,3329,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2572,2550,2594,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1685,11833,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2494,2465,2523,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2088,10895,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2620,2596,2644,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2104,10848,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2439,2405,2473,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1576,3531,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2659,2639,2679,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1331,3938,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2679,2659,2699,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1460,3382,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2729,2709,2749,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1614,3448,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2731,2711,2751,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
631,7048,4,Grade 4 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2644,2624,2659,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
276,6971,4,Grade 4 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2432,2414,2450,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
814,14441,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2290,2237,2343,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
695,14210,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2475,2450,2500,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
874,14115,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2542,2522,2562,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2193,11942,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2358,2313,2403,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
885,11700,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2617,2595,2639,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
703,15222,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2498,2471,2525,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1823,11731,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2299,2250,2361,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
